store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Palm Desert Shopping Mall,316562,72-840 Highway 111,Suite G241,Palm Desert ,CA,92260,United States,(760) 340-2151,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-19:00,,0
Promenade Temecula,316576,40760 Winchester Road,Suite 110,Temecula ,CA,92591,United States,(951) 296-1312,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Palladio at Broadstone,316659,330 Palladio Pkwy,Suite 2001,Folsom ,CA,95630,United States,(916) 817-8390,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Yorktown Center,316483,332 Yorktown Shopping Center,,Shopping Center Lombard ,IL,60148,United States,(630) 953-9237,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Stonestown Galleria,542819,3251 20th Ave,,San Francisco ,CA,94132,United States,(415) 753-3801,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Victoria Gardens,529209,7831 Monticello Avenue,,Rancho Cucamonga ,CA,91739,United States,(909) 463-5849,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-22:00; Sa 10:00-22:00; Su 11:00-19:00,,0
Vintage Faire Mall,316575,3401 Dale Road,Suite 656,Modesto ,CA,95356,United States,(209) 526-2059,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
West Towne Mall,316547,17 West Towne Mall,Suite C16,Madison ,WI,53719,United States,(608) 831-2414,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The Shops at North Bridge,316552,520 N Michigan Avenue,Suite 323,Chicago ,IL,60611,United States,(312) 527-0491,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Hillside Town Center,351436,170 S. Mannheim Rd,,Hillside ,IL,60162,United States,(708) 547-5251,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Woodfield Mall,316584,F209 Woodfield Mall,,Schaumburg ,IL,60173,United States,(847) 517-1437,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The Arboretum of South Barrington,316498,100 West Higgins Road,,Barrington ,IL,60010,United States,(847) 551-8909,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Randhurst Village,316553,132 Randhurst Village Drive,,Prospect ,IL,60056,United States,(847) 870-7217,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-17:00,,0
Bloomingdale Court,358899,364 West Army Trail Rd,,Bloomingdale ,IL,60108,United States,(630) 539-4416,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Algonquin Commons,316540,2120 S. Randall Road,,Algonquin ,IL,60102,United States,(847) 658-2171,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Quentin Collection,316644,20771 North Rand Rd,Suite C2,Kildeer ,IL,60047,United States,(847) 438-2097,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Gurnee Mills,363388,6170 West Grand Avenue,Suite 845,Gurnee ,IL,60031,United States,(847) 855-2624,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-19:00,,0
Hawthorn Shopping Mall,316587,122 Hawthorn Center,Suite 515,Vernon Hills ,IL,60061,United States,(847) 573-1545,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Bayshore Town Center,316585,516 W Silver Spring Drive,,Glendale ,WI,53217,United States,(414) 967-1357,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Shoppes at Fox River,316657,1200 W Sunset Dr.,Suite B4,Waukesha ,WI,53189,United States,(262) 513-0316,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Galleria at Tyler,359272,1299 Galleria at Tyler,,Tyler Riverside ,CA,92503,United States,(951) 688-8542,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-19:00,,0
Shoppes at Prairie Ridge,316560,10347 77th Street,,Pleasant Prairie ,WI,53158,United States,(262) 697-8739,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Crossing at Corona,415068,3383 Grand Oaks,,Corona ,CA,92881,United States,(951) 738-9728,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 12:00-18:00,,0
Shoppes at Chino Hills,316633,13920 City Center Dr.,Suite 4040,Chino Hills ,CA,91709,United States,(909) 591-8759,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Five Points Plaza,316604,18595 Main Street,,Huntington Beach ,CA,92648,United States,(714) 842-9806,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00,,0
The Marketplace Tustin,414740,2891 El Camino Real,,Camino Real Tustin ,CA,92782,United States,(714) 508-1648,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00,,0
The Fountains at Roseville,316597,1005 Galleria Blvd.,Suite 130,Roseville ,CA,95678,United States,(916) 787-1900,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Stonecreek Village,454993,5757 Pacific Ave,,Stockton ,CA,95207,United States,(209) 477-5273,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 11:00-18:00,,0
South Shore Center,537677,2226 South Shore Center,,Alameda ,CA,94501,United States,(510) 263-0485,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Bay Street Emeryville,453637,5688 Bay Street,,Emeryville ,CA,94608,United States,(510) 594-7637,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Vintage Oaks,574397,208 Vintage Way,,Novato ,CA,94945,United States,(415) 878-2083,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 11:00-18:00,,0
Streets of Brentwood,318856,2545 Sand Creek Rd,Suite 120,Brentwood ,CA,94513,United States,(925) 240-0712,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Blackhawk Plaza,542813,3446 Blackhawk Plaza Circle,,Danville ,CA,94506,United States,(925) 648-7759,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 11:00-18:00,,0
Nut Tree,351438,1621 E. Monte Vista Ave,Suite E,Vacaville ,CA,95688,United States,(707) 469-1220,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Laguna Crossroads,453635,7601 Laguna Blvd,,Elk Grove ,CA,95758,United States,(916) 683-3969,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Santa Anita Shopping Mall,316577,400 S. Baldwin Avenue,Suite 2005,Arcadia ,CA,91007,United States,(626) 446-9269,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
The Collection at Riverpark,366167,620 Town Center Drive,Suite 6010,Oxnard ,CA,93036,United States,(805) 988-6091,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The Oaks,316549,406 West Hillcrest Drive,,Thousand Oaks ,CA,91360,United States,(805) 777-3882,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-19:00,,0
Simi Valley Town Center,680175,1555 Simi Valley Town Center Way,,Simi Valley ,CA,93065,United States,(805) 955-0580,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-19:00,,0
Antelope Valley Mall,316594,1233 W. Rancho Vista Blvd.,Suite 713,Palmdale ,CA,93551,United States,(661) 267-1450,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Northridge Fashion Center,540657,9301 Tampa Ave,,Northridge ,CA,91324,United States,(818) 717-8576,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-19:00,,0
Westfield Valencia,351440,24201 West Valencia Blvd.,Suite 2350,Valencia ,CA,91355,United States,(661) 253-0822,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Adams Dairy Landing,316622,1254 NE Coronado Dr.,Suite K-13,Blue Springs ,MO,64014,United States,(816) 220-3324,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Zona Rosa,316494,8720 NW Prairie View Road,Suite E-100,Kansas City ,MO,64153,United States,(816) 587-1022,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
The Shops at Northfield Stapleton,316579,8246 E 49th Avenue,Suite 1410,Denver ,CO,80238,United States,(303) 371-3060,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Legends Outlet,316598,1867 Village West Pkwy.,Suite D-101,Kansas City ,KS,66111,United States,(913) 299-0472,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Summit Fair,316485,840 Northwest Blue Parkway,Suite M,Lees Summit ,MO,64086,United States,(816) 246-5661,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Town Center Crossing,697431,4431  W. 119th Street,,Leawood ,KS,66209,United States,(913) 338-1144,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-17:00,,0
Geneva Commons,316568,202 Commons Drive,,Geneva ,IL,60134,United States,(630) 208-4836,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Louis Joliet Mall,316558,3340 Mall Loop Drive,Suite 1122,Joliet ,IL,60431,United States,(815) 254-4026,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Springfield,692315,2841 Veterans Parkway,,Springfield ,IL,62704,United States,(217) 546-6194,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Southlake Mall,316574,1916 Southlake Mall,,Merrillville ,IN,46410,United States,(219) 769-4102,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Orland Park Crossing,316476,14225 95th Avenue,Suite 418,Orland Park ,IL,60462,United States,(708) 403-5981,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 12:00-17:00,,0
Fox Valley,316566,195 Fox Valley Center,,Aurora ,IL,60504,United States,(630) 820-5881,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Town Square Wheaton,316620,351 Town Square,,Wheaton ,IL,60189,United States,(630) 668-4299,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-18:00; Su 11:00-17:00,,0
Promenade Bolingbrook,316521,635 E Boughton Road,Suite 125,Bolingbrook ,IL,60440,United States,(630) 783-8275,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Cherryvale Mall,316541,7200 Harrison Avenue,Suite H54,Rockford ,IL,61112,United States,(815) 332-5871,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Shoppes At Grand Prairie,316504,5201 West War Memorial DR,Suite 325,Peoria ,IL,61615,United States,(309) 692-0247,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Chesterfield Mall,316482,291 Chesterfield Mall,,Chesterfield ,MO,63017,United States,(636) 536-1016,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The Meadows at Lake Saint Louis,316475,20 Meadows Circle Drive,,Lake Saint Louis ,MO,63367,United States,(636) 695-4234,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Saint Louis Galleria,546391,1155 St Louis Galleria,,Galleria Saint Louis ,MO,63177,United States,(314) 725-2204,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
West County Center,316477,80 West County Center,Suite 1192,Des Peres ,MO,63131,United States,(314) 822-2941,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
St. Clair Square,692899,134 St. Clair Square,,Fairview Heights ,IL,62208,United States,(618) 628-9019,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 12:00-18:00,,0
Colonial Promenade Tannehill,316646,4921 Promenade Pkwy,,Bessemer ,AL,35022,United States,(205) 426-5396,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Eastern Shore Centre,316501,30500 State Hwy 181,Suite 600,Spanish Fort ,AL,36527,United States,(251) 626-2012,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Midtown Village,316453,1800 McFarland Blvd. East,Suite 117,Tuscaloosa ,AL,35404,United States,(205) 344-6385,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
The Summit Birmingham,316458,216 Summit Blvd. N,Suite 130,Birmingham ,AL,35243,United States,(205) 970-6545,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Parkway Place Mall,316497,2801 Memorial Parkway South,Suite 130,Huntsville ,AL,35801,United States,(256) 533-6353,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Tucson Mall,316489,4500 N Oracle Road,Suite 363,Tucson ,AZ,85705,United States,(520) 293-1707,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Palm Valley Pavillions West,316651,1400 N. Litchfield Rd,Suite F2-F3,Goodyear ,AZ,85395,United States,(623) 535-9245,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The Shops at Norterra,316492,2480 W Happy Valley Road,Suite 1215,Phoenix ,AZ,85085,United States,(623) 516-7966,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Parke West,452963,9784 W Northern Ave,,Peoria ,AZ,85345,United States,(623) 772-9590,,,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The District at Desert Ridge,316628,21001 N. Tatum Blvd,Suite 44-1390,Phoenix ,AZ,85050,United States,(480) 473-5015,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
CityScape Phoenix,316503,1 E. Washington Street,Suite 120,Phoenix ,AZ,85004,United States,(602) 253-9456,,,Mo 10:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-19:00; Su 12:00-18:00,,0
SanTan Village,316470,2218 E. Williams Field Road,Suite 114,Gilbert ,AZ,85295,United States,(480) 855-7005,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Shops of Grand River,316625,6200 Grand River Blvd East,Suite 672,Leeds ,AL,35094,United States,(205) 699-6050,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Scottsdale Fashion Square,316469,7014 East Camelback,Suite 2005,Scottsdale ,AZ,85251,United States,(480) 994-7300,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Tempe Marketplace,316616,2000 E Rio Salado Pkwy,Suite 1024,Tempe ,AZ,85281,United States,(480) 966-3050,,,Mo 11:00-21:00; Tu 11:00-21:00; We 11:00-21:00; Th 11:00-21:00; Fr 11:00-21:00; Sa 11:00-21:00; Su 11:00-18:00,,0
Aspen Place,675697,320 S Regent Street,,Flagstaff ,AZ,86001,United States,(928) 774-1775,,,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 11:00-18:00,,0
Scottsdale Center,316583,559 North 46th Street,,Rogers ,AR,72756,United States,(479) 636-1089,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
The Promenade at Chenal,316474,17717 Chenal Parkway,Bldg. H,Little Rock ,AR,72223,United States,(501) 821-7299,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Ft. Smith Pavilion,316605,3925 Phoenix Ave,,Fort Smith ,AR,72903,United States,(479) 646-7277,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Northridge Mall,316600,426 Northridge Mall,Suite D05,Salinas ,CA,93906,United States,(831) 443-1033,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Plaza Bonita,316556,3030 Plaza Bonita Road,Suite 1096,National City ,CA,91950,United States,(619) 472-6613,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
Otay Ranch Town Center,529213,2015 Birch Road,,Chula Vista ,CA,91915,United States,(619) 421-4553,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
Horton Plaza,316623,115 Horton Plaza,Suite 181,San Diego ,CA,92101,United States,(619) 234-4040,,,Mo 11:00-19:00; Tu 11:00-19:00; We 11:00-19:00; Th 11:00-19:00; Fr 10:00-20:00; Sa 10:00-20:00; Su 12:00-18:00,,0
Fashion Fair,316550,639 East Shaw Ave.,Suite 107,Fresno ,CA,93710,United States,(559) 230-0560,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-19:00,,0
The Village at Meridian,420463,3597 E. Monarch Sky Lane,,Meridian ,ID,83646,United States,(208) 887-3771,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The Marketplace at Bakersfield,363389,9000 Ming Avenue,Suite L-A1,Bakersfield ,CA,93311,United States,(661) 654-8351,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 11:00-18:00,,0
The Avenue Webb Gin,316452,1350 Scenic Highway,Suite 420,Snellville ,GA,30078,United States,(770) 979-7080,,,Mo 10:00-21:00; Tu 10:00-21:00; We 10:00-21:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-21:00; Su 12:00-18:00,,0
