store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
"Dr. Dental: Dentist in East Haven, CT",,723 Foxon Road ,,East Haven ,CT,06513,United States,203-466-7400,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Manchester, NH",,861 Hanover Street ,,Manchester ,NH,03104,United States,603-232-2266,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Nashua, NH - COMING SOON",,375 Amherst St Unit 8 ,,Nashua ,NH,03063,United States,603-717-3500,,,Monday 10am - 7:00pm; Tuesday 10am - 7:00pm; Wednesday 10am - 7:00pm; Thursday 10am - 7:00pm; Friday 10am - 7:00pm; Saturday 9am - 3:00pm; ,,0
"Dr. Dental: Dentist in Allston, MA",,127 Harvard Ave ,,Allston ,MA,02134,United States,617-789-4200,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Cambridge, MA",,714 Massachusetts Ave ,,Cambridge ,MA,02139,United States,617-868-9400,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Chelsea, MA (Broadway)",,373 Broadway ,,Chelsea ,MA,02150,United States,617-887-0600,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in East Boston, MA (Meridian St.)",,55 Meridian Street ,,East Boston ,MA,02128,United States,617-567-1300,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Jamaica Plain, MA",,315 Centre Street ,,Jamaica Plain ,MA,02130,United States,617-524-5400,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Lowell, MA (Church St.)",,89 Church Street ,,Lowell ,MA,01852,United States,978-452-3000,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Methuen, MA",,162 Haverhill St. ,,Methuen ,MA,01844,United States,978-682-6200,,,Monday 10am - 7pm; Tuesday 10am - 7pm; Wednesday 10am - 7pm; Thursday 10am - 7pm; Friday 10am - 7pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Plymouth, MA",,125 Samoset St. ,,Plymouth ,MA,02360,United States,508-746-5800,,,Monday 8am - 7pm; Tuesday 8am - 7pm; Wednesday 8am - 7pm; Thursday 8am - 7pm; Friday 8am - 7pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Revere, MA",,339 Squire Road ,,Revere ,MA,02151,United States,781-286-7510,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Springfield, MA",,800 Boston Road ,,Springfield ,MA,01119,United States,413-796-4700,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Quincy, MA",,101 Falls Blvd ,,Quincy ,MA,02169,United States,617-471-4400,,,Monday 8am - 8pm; Tuesday 8am - 8pm; Wednesday 8am - 8pm; Thursday 8am - 8pm; Friday 8am - 8pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Chelsea (Bellingham Square), MA",,2 Washington Ave ,,Chelsea ,MA,02150,United States,617-887-2100,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Lowell, MA (Bridge St.)",,1201 Bridge Street ,,Lowell ,MA,01850,United States,978-455-7056,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Haverhill, MA (Lincoln Ave.)",,241 Lincoln Ave ,,Haverhill ,MA,01830,United States,978-469-9200,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in East Boston, MA (Maverick Square)",,45 Maverick Square ,,East Boston ,MA,02128,United States,617-567-3800,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Haverhill, MA (Water St.)",,2 Water Street ,,Haverhill ,MA,01830,United States,978-372-1999,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in New Bedford, MA",,81 Coggeshall St Ste. B ,,New Bedford ,MA,02746,United States,774-206-6388,,,Monday 10am - 7:30pm; Tuesday 10am - 7:30pm; Wednesday 10am - 7:30pm; Thursday 10am - 7:30pm; Friday 10am - 7:30pm; Saturday 9am - 3pm; ,,0
"Dr. Dental: Dentist in Braintree, MA",,292 Grove St ,,Braintree ,MA,02184,United States,(781) 353-6030,,,Monday 10:00 am - 7:00 pm; Tuesday 10:00 am - 7:00 pm; Wednesday 10:00 am - 7:00 pm; Thursday 10:00 am - 7:00 pm; Friday 10:00 am - 7:00 pm; Saturday Every Other Saturday 9:00 am - 3:00 pm; ,,0
"Dr. Dental: Dentist in Manchester, CT",,240 Spencer St. ,,Manchester ,CT,06040,United States,860-645-8000,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 8am - 7:30pm; ,,0
"Dr. Dental: Dentist in Lynn, MA",,270 Union St. ,,Lynn ,MA,01901,United States,(781) 691-3010,,,Monday 8am - 7:30pm; Tuesday 8am - 7:30pm; Wednesday 8am - 7:30pm; Thursday 8am - 7:30pm; Friday 8am - 7:30pm; Saturday 8am - 7:30pm; ,,0
