store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
CORBIN,2774604,1390 MASTER ST,,CORBIN,KY,40701-2560,United States,(606)528-6600,36.9563,-84.0759,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
WINTER PARK VIL,8530102,605 N ORLANDO AVE,,WINTER PARK,FL,32789-2917,United States,(407)691-2140,28.602,-81.3651,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
WEST DEPTFORD,2810211,998 KINGS HWY,,WEST DEPTFORD,NJ,08086-2224,United States,(856)686-3811,39.8172,-75.1923,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
SEM-OVIEDO,8530135,3055 ALAFAYA TRL,,OVIEDO,FL,32765-9403,United States,(407)971-7500,28.6253,-81.2084,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
UNIVERSITY BLVD,8530111,11311 UNIVERSITY BLVD,,ORLANDO,FL,32817,United States,(407)541-4648,28.5977,-81.2237,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MULLICA HILL,2810208,114 N MAIN ST,,MULLICA HILL,NJ,08062-9489,United States,(856)478-2817,39.7447,-75.2235,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
AUDUBON,2810303,40 S WHITE HORSE PIKE,,AUDUBON,NJ,08106-1333,United States,(856)310-0007,39.8952,-75.0706,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
RITTENHOUSE SQU,2810702,1845 WALNUT ST STE 125,,PHILADELPHIA,PA,19103-4708,United States,(215)563-1168,39.9503,-75.1714,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
7 PENN,2810701,1635 MARKET ST STE 110,,PHILADELPHIA,PA,19103-2226,United States,(215)561-0342,39.9529,-75.1681,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MARKET STREET,2810710,2040 MARKET ST,,PHILADELPHIA,PA,19103-3302,United States,(215)606-1895,39.9537,-75.1746,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-5PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
ONE PENN CENTER,2810708,1617 JFK BLVD,,PHILADELPHIA,PA,19103-1821,United States,(215)448-9620,39.954,-75.1674,Monday:8:30AM-5PM; Tuesday:8:30AM-5PM; Wednesday:8:30AM-5PM; Thursday:8:30AM-5PM; Friday:8:30AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
CAMDEN,2810304,1 MARKET ST STE 2B,,CAMDEN,NJ,08102-2308,United States,(856)225-0163,39.9473,-75.1272,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MAIN,8428016,201 S MAIN ST,,GREENSBORO,GA,30642-1113,United States,(706)453-2344,33.5745,-83.1831,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MAIN,2775701,301 W MAIN ST,,GLASGOW,KY,42141-1709,United States,(270)651-6141,36.9967,-85.9141,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
LITTLE ELM,8712015,12292 FM 423,,FRISCO,TX,75033-5222,United States,(469)268-3048,33.1805,-96.8865,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
HIGHLAND VILLAG,8710210,1100 VILLAGE PKWY,,HIGHLAND VILLAGE,TX,75077-3093,United States,(469)702-3045,33.0737,-97.0826,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
WALSINGHAM,8551209,14141 WALSINGHAM RD,,LARGO,FL,33774-3230,United States,(727)596-5674,27.8811,-82.8335,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
LAKE OCONEE,8428017,1011 POWERS RD,,GREENSBORO,GA,30642-6827,United States,(706)454-2990,33.4571,-83.2459,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
LAWNSIDE,2810307,305 WHITE HORSE PIKE S,,LAWNSIDE,NJ,08045-1213,United States,(856)546-1000,39.8634,-75.0351,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
GLASSBORO,2810209,600 DELSEA DR N,,GLASSBORO,NJ,08028-1419,United States,(856)863-3636,39.7161,-75.1121,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-7PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
BYPASS,2775702,103 SMITH RD,,GLASGOW,KY,42141-1600,United States,(270)659-5233,37.0074,-85.923,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
LEWISVILLE,8710208,1081 W MAIN ST STE 101,,LEWISVILLE,TX,75067-3598,United States,(972)538-0041,33.0427,-97.0192,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
BELLEAIR BLUFFS,8551206,401 INDIAN ROCKS RD N,,BELLEAIR BLUFFS,FL,33770-2014,United States,(727)559-0658,27.9205,-82.8145,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
HATCHER SQUARE,8428019,2345 N COLUMBIA ST,,MILLEDGEVILLE,GA,31061-2092,United States,(478)457-3581,33.1091,-83.2542,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
RICHWOOD,2810210,638 MULLICA HILL RD,,RICHWOOD,NJ,08074-0350,United States,(856)589-0992,39.7203,-75.1599,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
CAVE CITY,2775703,102 BROADWAY ST,,CAVE CITY,KY,42127-8803,United States,(270)773-2156,37.1383,-85.9594,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
WARREN,8712014,3434 LEGACY DR,,FRISCO,TX,75034-6032,United States,(469)365-6000,33.1078,-96.841,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
FRISCO WADE,8712002,6021 PRESTON RD,,FRISCO,TX,75034-7429,United States,(972)624-7101,33.1286,-96.8052,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
EAST BAY,8551216,350 E BAY DR,,LARGO,FL,33770-3716,United States,(727)585-3111,27.9168,-82.7839,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
MAIN,8428018,150 W GREENE ST,,MILLEDGEVILLE,GA,31061-3412,United States,(478)457-3500,33.0793,-83.2283,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
HADDONFIELD,2810306,110 KINGS HWY E,,HADDONFIELD,NJ,08033-2004,United States,(856)857-1414,39.8968,-75.0338,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-2PM; Sunday: CLOSED; ,,0
RUSSELL SPRINGS,2774606,2198 LAKEWAY DR,,RUSSELL SPRINGS,KY,42642-4352,United States,(270)866-3134,37.0644,-85.0751,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
KROGER 1,2775606,2945 SCOTTSVILLE RD,,BOWLING GREEN,KY,42104-6331,United States,(270)782-4496,36.9431,-86.4251,Monday:10AM-7PM; Tuesday:10AM-7PM; Wednesday:10AM-7PM; Thursday:10AM-7PM; Friday:10AM-7PM; Saturday:10AM-3PM; Sunday: CLOSED; ,,0
FRISCO LEBANON,8712008,5125 PRESTON RD,,FRISCO,TX,75034-7411,United States,(469)535-2216,33.122,-96.8062,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
MCKINNEY,8712010,6251 ELDORADO PKWY,,MCKINNEY,TX,75070-5625,United States,(972)439-9701,33.1734,-96.6977,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
SEMINOLE BLVD,8551113,7600 SEMINOLE BLVD,,SEMINOLE,FL,33772-4827,United States,(727)391-0735,27.8412,-82.7872,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
GIRARD,2810707,136 W GIRARD AVE,,PHILADELPHIA,PA,19123-1623,United States,(215)627-3769,39.9689,-75.1375,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
ROBESONIA,2820120,402 E PENN AVE,,ROBESONIA,PA,19551,United States,(610)693-8485,40.3472,-76.123,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
BERNVILLE,2820114,201 N MAIN ST,,BERNVILLE,PA,19506,United States,(610)488-6226,40.4316,-76.1111,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
IRMO,8046822,7425 SAINT ANDREWS RD,,IRMO,SC,29063-2857,United States,(803)251-1670,34.0859,-81.1835,Monday:8:30AM-5PM; Tuesday:8:30AM-5PM; Wednesday:8:30AM-5PM; Thursday:8:30AM-5PM; Friday:8:30AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
SOUTH,2775302,602 S 12TH ST,,MURRAY,KY,42071-2916,United States,(270)767-2243,36.5997,-88.3157,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
BEULAVILLE,6062905,104 W MAIN ST,,BEULAVILLE,NC,28518-8802,United States,(910)298-4161,34.9239,-77.7739,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MAIN,2775601,1820 SCOTTSVILLE RD,,BOWLING GREEN,KY,42104-3302,United States,(270)782-1000,36.9659,-86.4312,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
HEDGCOXE,8712003,7900 PRESTON RD,,PLANO,TX,75024-2301,United States,(469)365-1400,33.0829,-96.8005,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MISSOURI AVENUE,8551204,1299 S MISSOURI AVE,,CLEARWATER,FL,33756-4174,United States,(727)449-1448,27.9502,-82.787,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
FISHTOWN,2810705,2330 E YORK ST,,PHILADELPHIA,PA,19125-3094,United States,(215)423-2314,39.9788,-75.1256,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-6PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
SINKING SPRING,2820122,3000 SHILLINGTON RD,,SINKING SPRING,PA,19608-1605,United States,(610)670-0700,40.3206,-76.0088,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
BROAD RIVER,8046823,7231 BROAD RIVER RD,,IRMO,SC,29063-9659,United States,(803)732-5001,34.0945,-81.1573,Monday:8:30AM-5PM; Tuesday:8:30AM-5PM; Wednesday:8:30AM-5PM; Thursday:8:30AM-5PM; Friday:8:30AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
COLUMBIANA FINA,8046821,291 HARBISON BLVD,,COLUMBIA,SC,29212-2218,United States,(803)251-1680,34.0738,-81.1574,Monday:8:30AM-5PM; Tuesday:8:30AM-5PM; Wednesday:8:30AM-5PM; Thursday:8:30AM-5PM; Friday:8:30AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
NORTH,2775303,1104 CHESTNUT ST,,MURRAY,KY,42071-1961,United States,(270)767-2290,36.6176,-88.3146,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
FAIRVIEW,2775602,1025 FAIRVIEW AVE,,BOWLING GREEN,KY,42103-1647,United States,(270)782-4486,36.9907,-86.4268,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
SOUTHLAKE BLVD,8710214,535 E SOUTHLAKE BLVD,,SOUTHLAKE,TX,76092-6235,United States,(817)601-9460,32.9404,-97.1435,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
SOUTHLAKE KIMBA,8710201,270 N KIMBALL AVE,,SOUTHLAKE,TX,76092-6676,United States,(817)310-4800,32.9428,-97.1169,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
STERLING POINTE,2741206,2375 MCGRADY DR SE,,CLEVELAND,TN,37323-7147,United States,(423)478-8288,35.1287,-84.8649,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
EAGLES PARK,8551109,5511 PARK ST N,,SAINT PETERSBURG,FL,33709-6309,United States,(727)544-1111,27.8216,-82.7536,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
BERKSHIRE BOULE,2820101,1100A BERKSHIRE BLVD,,WYOMISSING,PA,19610-1210,United States,(610)376-9101,40.3441,-75.9737,Monday:8AM-5PM; Tuesday:8AM-5PM; Wednesday:8AM-5PM; Thursday:8AM-5PM; Friday:8AM-6PM; Saturday:8:30AM-12PM; Sunday: CLOSED; ,,0
HIGHWAY 27,2774603,3977 S HIGHWAY 27,,SOMERSET,KY,42501-6186,United States,(606)451-1302,37.0378,-84.6274,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
NORTHPORT,8621402,120 MCFARLAND BLVD,,NORTHPORT,AL,35476-3354,United States,(205)752-1174,33.2369,-87.5561,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MAIN,8046001,1301 CHAPIN RD,,CHAPIN,SC,29036-8879,United States,(803)345-3583,34.1668,-81.3544,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
CONCORD,2775310,5195 HINKLEVILLE RD,,PADUCAH,KY,42001-9667,United States,(270)538-2720,37.0732,-88.699,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
KROGER 2,2775607,350 US 31W BYP,,BOWLING GREEN,KY,42101-1770,United States,(270)782-4492,36.9966,-86.4247,Monday:10AM-7PM; Tuesday:10AM-7PM; Wednesday:10AM-7PM; Thursday:10AM-7PM; Friday:10AM-7PM; Saturday:10AM-3PM; Sunday: CLOSED; ,,0
COPPELL,8710212,252 N DENTON TAP RD,,COPPELL,TX,75019-2903,United States,(469)702-3025,32.9749,-96.9929,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-1PM; Sunday: CLOSED; ,,0
MCDERMOTT & CUS,8712005,2021 W MCDERMOTT DR,,ALLEN,TX,75013-4716,United States,(972)649-0643,33.1005,-96.7306,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MAIN,2741201,2305 KEITH ST NW,,CLEVELAND,TN,37311-1308,United States,(423)478-8628,35.1796,-84.8754,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
ICOT,8551205,5801 ULMERTON RD,,CLEARWATER,FL,33760-3905,United States,(727)532-9610,27.8945,-82.7129,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MYERSTOWN,2800135,212 W LINCOLN AVE,,MYERSTOWN,PA,17067-2323,United States,(717)866-1101,40.377,-76.3109,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
LANGDON,2774602,546 S HIGHWAY 27,,SOMERSET,KY,42501-3446,United States,(606)677-9705,37.0864,-84.6158,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
MAIN,8621401,3610 MCFARLAND BLVD E,,TUSCALOOSA,AL,35405-2418,United States,(205)556-7224,33.1755,-87.5252,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
LEXINGTON MAIN,8046817,309 COLUMBIA AVE,,LEXINGTON,SC,29072-2664,United States,(803)359-5111,33.9876,-81.2429,Monday:8:30AM-5PM; Tuesday:8:30AM-5PM; Wednesday:8:30AM-5PM; Thursday:8:30AM-5PM; Friday:8:30AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
EAST MAIN STREE,8046818,216 E MAIN ST,,LEXINGTON,SC,29072-3546,United States,(803)359-1725,33.9811,-81.2347,Monday:8:30AM-5PM; Tuesday:8:30AM-5PM; Wednesday:8:30AM-5PM; Thursday:8:30AM-5PM; Friday:8:30AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
PADUCAH,2775308,1601 BROADWAY ST,,PADUCAH,KY,42001-2703,United States,(270)442-2300,37.0798,-88.6151,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
FOUNTAIN SQUARE,2775604,443 PARK ROW,,BOWLING GREEN,KY,42101-2242,United States,(270)782-4411,36.9926,-86.4415,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
WEST PLANO,8712006,2400 DALLAS PKWY STE 160,,PLANO,TX,75093-4389,United States,(469)304-3867,33.032,-96.8278,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
N CLV STUART RD,2741204,86 STUART RD NE,,CLEVELAND,TN,37312-4892,United States,(423)478-8281,35.2004,-84.8454,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
TYRONE,8551102,6900 22ND AVE N,,SAINT PETERSBURG,FL,33710-3920,United States,(727)345-0500,27.7917,-82.7347,Monday:9AM-5PM; Tuesday:9AM-5PM; Wednesday:9AM-5PM; Thursday:9AM-5PM; Friday:9AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
ADAMSTOWN,2800131,2631 N READING RD,,DENVER,PA,17517-9321,United States,(717)484-4006,40.2326,-76.0782,Monday:8AM-4PM; Tuesday:8AM-4PM; Wednesday:8AM-4PM; Thursday:8AM-5PM; Friday:8AM-6PM; Saturday:9AM-12PM; Sunday: CLOSED; ,,0
MAIN,2774601,124 N MAIN ST,,SOMERSET,KY,42501-1465,United States,(606)679-4375,37.0932,-84.6053,Monday:9AM-4PM; Tuesday:9AM-4PM; Wednesday:9AM-4PM; Thursday:9AM-4PM; Friday:9AM-5PM; Saturday: CLOSED; Sunday: CLOSED; ,,0
