store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Gallatin Volkswagen,419234,8340 Huffine Lane,,Bozeman,MT,59718,USA,4065861771,45.6705,-111.1550,Fri:08:00-18:00; Mon:08:00-18:00; Sat:08:00-17:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Riverside Volkswagen,422500,8330 Indiana Ave,,Riverside,CA,92504,USA,8663085532,33.9251,-117.4190,Fri:07:00-19:00; Mon:07:00-19:00; Sat:08:00-17:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Ontario Volkswagen,422180,701 Kettering Dr,,Ontario,CA,91761,USA,8556036789,34.0563,-117.5450,Fri:07:00-18:30; Mon:07:00-18:30; Sat:08:00-16:00; Thu:07:00-18:30; Tue:07:00-18:30; Wed:07:00-18:30; Sun:closed; ,,0
Capistrano Volkswagen,422599,32922 Valle Rd,,San Juan Capistrano,CA,92675,USA,9494934511,33.4843,-117.6670,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
CardinaleWay Volkswagen,422597,2603 Wardlow Rd,,Corona,CA,92882,USA,8882127390,33.8825,-117.6190,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Sun:09:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; ,,0
Norm Reeves Volkswagen Superstore,422529,20 Auto Center Dr,,Irvine,CA,92618,USA,8669383392,33.6319,-117.7230,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:09:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Volkswagen South Coast,422126,1450 Auto Mall Dr,,Santa Ana,CA,92705,USA,8553157225,33.7287,-117.8390,Fri:08:30-21:00; Mon:08:30-21:00; Sat:08:30-20:00; Sun:10:00-19:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
Twin Falls Volkswagen,419116,1534 Blue Lakes Blvd N,,Twin Falls,ID,83301,USA,2087330413,42.5891,-114.4600,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Volkswagen of Garden Grove,422601,10800 Trask Ave,,Garden Grove,CA,92843,USA,7145904000,33.7666,-117.9410,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Bozzani Motors,422142,528 S Citrus Ave,,Covina,CA,91723,USA,6269676325,34.0807,-117.8900,,,0
Puente Hills Volkswagen,422104,17110 Gale Ave,,City Of Industry,CA,91745,USA,6269657500,33.9988,-117.9330,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-15:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
McKenna Volkswagen,422539,18711 Beach Blvd,,Huntington Beach,CA,92648,USA,7148422000,33.6905,-117.9890,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
McKenna Motors Cerritos,422147,18303 Studebaker Rd,,Cerritos,CA,90703,USA,8559963498,33.8649,-118.1010,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Volkswagen Pasadena,422116,130 N Sierra Madre Blvd,,Pasadena,CA,91107,USA,8884831307,34.1486,-118.1010,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:09:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Timmons Volkswagen,422516,3940 Cherry Ave,,Long Beach,CA,90807,USA,8558323136,33.8297,-118.1670,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-16:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Volkswagen Alhambra,422530,1811 W Main St,,Alhambra,CA,91801,USA,6264070500,34.0919,-118.1430,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Antelope Valley Volkswagen,422585,39050 Carriage Way,,Palmdale,CA,93551,USA,6612732500,34.5924,-118.1350,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Volkswagen of Downtown L.A.,422144,1900 S Figueroa St,,Los Angeles,CA,90007,USA,8888761074,34.0337,-118.2710,Fri:07:30-18:30; Mon:07:30-18:30; Sat:08:00-17:00; Thu:07:30-18:30; Tue:07:30-18:30; Wed:07:30-18:30; Sun:closed; ,,0
New Century Volkswagen,422595,1220 S Brand Blvd,,Glendale,CA,91204,USA,8185526263,34.1314,-118.2540,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Pacific Volkswagen,422110,14900 Hindry Ave,,Hawthorne,CA,90250,USA,8774250939,33.8971,-118.3710,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
"Volkswagen Santa Monica, L.L.C.",422503,2440 Santa Monica Blvd,,Santa Monica,CA,90404,USA,8554597323,34.0318,-118.4750,Fri:07:30-19:00; Mon:07:30-19:00; Sat:07:30-17:00; Thu:07:30-19:00; Tue:07:30-19:00; Wed:07:30-19:00; Sun:closed; ,,0
Volkswagen of Van Nuys,422506,6115 Van Nuys Blvd,,Van Nuys,CA,91401,USA,8779321218,34.1813,-118.4490,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Galpin VW of San Fernando Valley,422507,15421 Roscoe Blvd,,North Hills,CA,91343,USA,8559965051,34.2217,-118.4690,Fri:08:30-21:00; Mon:08:30-21:00; Sat:08:30-21:00; Sun:09:00-20:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
Taylor's Automax VW of Great Falls,419233,4100 10th Avenue South,,Great Falls,MT,59405,USA,4062018199,47.4933,-111.2360,Fri:08:00-18:00; Mon:08:00-18:00; Sat:09:00-18:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Winn Volkswagen Woodland Hills,422502,21141 Ventura Blvd,,Woodland Hills,CA,91364,USA,8554199290,34.1677,-118.5940,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-16:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Parkway Volkswagen,422103,24075 Magic Mountain Pkwy,,Valencia,CA,91355,USA,8774560139,34.4183,-118.5560,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Neftin Volkswagen,422592,3550 Auto Mall Dr,,Westlake Village,CA,91362,USA,8554168566,34.1644,-118.8340,Fri:07:30-18:00; Mon:07:30-19:00; Sat:08:00-17:00; Thu:07:30-19:00; Tue:07:30-19:00; Wed:07:30-19:00; Sun:closed; ,,0
Family Volkswagen,422593,6000 Wible Rd,,Bakersfield,CA,93313,USA,6616176200,35.3001,-119.0380,Fri:07:30-17:30; Mon:07:30-17:30; Sat:08:00-13:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
Ventura Volkswagen,422602,3650 E Main St,,Ventura,CA,93003,USA,8053351708,34.2635,-119.2430,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:22:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Boise Volkswagen,419127,8400 W Franklin Rd,,Boise,ID,83709,USA,2083775400,43.6053,-116.2870,Fri:08:00-21:00; Mon:08:00-21:00; Sat:09:00-19:00; Thu:08:00-21:00; Tue:08:00-21:00; Wed:08:00-21:00; Sun:closed; ,,0
Karl Tyler's Missoula Volkswagen,419232,3665 N Reserve Street,,Missoula,MT,59808,USA,8554233261,46.9056,-114.0420,Fri:08:00-17:30; Mon:08:00-17:30; Thu:08:00-17:30; Tue:08:00-17:30; Wed:08:00-17:30; Sun:closed; Sat:closed; ,,0
Clovis Volkswagen,426118,350 Herndon Ave,,Clovis,CA,93612,USA,8444732978,36.8364,-119.7060,Fri:08:30-20:00; Mon:08:30-20:00; Sat:09:00-20:00; Sun:10:00-20:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Michael Volkswagen,426093,50 W Bullard Ave,,Fresno,CA,93704,USA,8775563044,36.8242,-119.7910,Fri:08:00-17:30; Mon:08:00-17:30; Thu:08:00-17:30; Tue:08:00-17:30; Wed:08:00-17:30; Sun:closed; Sat:closed; ,,0
Community Volkswagen,422520,2150 S College Dr,,Santa Maria,CA,93455,USA,8053483221,34.9216,-120.4240,Fri:07:30-17:30; Mon:07:30-17:30; Sat:08:00-14:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
Perry Volkswagen of San Luis Obispo,422521,12200 Los Osos Valley Rd,,San Luis Obispo,CA,93405,USA,8775164303,35.2499,-120.6840,Fri:08:00-20:00; Mon:08:00-20:00; Sat:09:00-19:00; Sun:10:00-18:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; ,,0
Lithia Volkswagen of Reno,426105,7063 South Virginia,,Reno,NV,89511,USA,8669632154,39.4624,-119.7820,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-16:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Merced Volkswagen,426043,1555 W 16th St,,Merced,CA,95340,USA,2093842000,37.3067,-120.5000,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Whitefish Volkswagen,419222,6331 Hwy 93 South,,Whitefish,MT,59937,USA,8447778660,48.3897,-114.3350,Fri:08:00-19:00; Mon:08:00-19:00; Sat:09:00-18:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; Sun:closed; ,,0
Central Valley Volkswagen,426086,4620 N. Mchenry Ave.,,Modesto,CA,95356,USA,2093232710,37.7059,-120.9940,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:09:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Volkswagen of Stockton,426115,3055 E Hammer Ln,,Stockton,CA,95212,USA,8553997477,38.0219,-121.2760,Fri:07:30-17:30; Mon:07:30-17:30; Sat:08:00-17:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
Cardinale Volkswagen,426050,555 Auto Center Cir,,Salinas,CA,93907,USA,8883146063,36.7200,-121.6620,Fri:08:00-17:30; Mon:08:00-17:30; Thu:08:00-17:30; Tue:08:00-17:30; Wed:08:00-17:30; Sun:closed; Sat:closed; ,,0
Folsom Lake Volkswagen,426106,12565 Auto Mall Cir,,Folsom,CA,95630,USA,8556237094,38.6353,-121.2070,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Tracy Volkswagen,426113,2605 Auto Plaza Way,,Tracy,CA,95304,USA,2092075104,37.7627,-121.4650,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-19:00; Sun:10:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; ,,0
Roseville Volkswagen,426111,830 Automall Dr,,Roseville,CA,95661,USA,9167427849,38.7508,-121.2560,Fri:09:00-21:00; Mon:10:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:10:00-21:00; Tue:10:00-21:00; Wed:10:00-21:00; ,,0
Elk Grove Volkswagen,426026,9776 W Stockton Blvd,,Elk Grove,CA,95757,USA,9164052650,38.4040,-121.3870,Fri:08:00-18:00; Mon:08:00-18:00; Sat:08:00-16:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Seaside Volkswagen,422105,1725 Auto Center Pkwy,,Seaside,CA,93955,USA,8312328730,36.6169,-121.8420,Fri:08:30-20:00; Mon:08:30-20:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Niello Volkswagen,426027,2701 Arden Way,,Sacramento,CA,95825,USA,8559965037,38.5965,-121.3990,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; ,,0
Lasher's Downtown Volkswagen Service Center,426098,925 S Street,,Sacramento,CA,95814,USA,9164412761,38.570655,-121.497972,Mon:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Thu:07:30-17:30; Fri:07:30-17:30; Sat:closed; Sun:closed; ,,0
Capitol Volkswagen,426071,911 Capitol Expressway Auto Mall,,San Jose,CA,95136,USA,8775099884,37.2763,-121.8740,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Volkswagen of Santa Cruz,426030,1616 Soquel Avenue,,Santa Cruz,CA,95062,USA,8663085598,36.9810,-122.0030,Fri:10:00-19:00; Mon:10:00-19:00; Sat:09:00-18:00; Sun:10:00-17:00; Thu:10:00-19:00; Tue:10:00-19:00; Wed:10:00-19:00; ,,0
Volkswagen of Stevens Creek,426085,4490 Stevens Creek Blvd,,San Jose,CA,95129,USA,4082609300,37.3226,-121.9810,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Dublin Volkswagen,426061,6085 Scarlett Ct,,Dublin,CA,94568,USA,9258290800,37.7026,-121.9040,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-20:00; Sun:09:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Sunnyvale Volkswagen,426101,1025 E El Camino Real,,Sunnyvale,CA,94087,USA,4087397321,37.3528,-122.0060,Fri:08:00-17:30; Mon:08:00-17:30; Sat:08:00-16:00; Thu:08:00-17:30; Tue:08:00-17:30; Wed:08:00-17:30; Sun:closed; ,,0
Post Falls Volkswagen,419115,811 North Greensferry Rd,,Post Falls,ID,83854,USA,2082438802,47.7155,-116.9170,Fri:08:30-19:00; Mon:08:30-19:00; Sat:08:30-19:00; Sun:11:00-17:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; ,,0
Winn Volkswagen,426116,39695 Balentine Dr,,Newark,CA,94560,USA,8669189394,37.5225,-121.9960,Fri:07:00-18:00; Mon:07:00-18:00; Sat:07:00-16:30; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Team Volkswagen of Hayward,426031,25115 Mission Blvd,,Hayward,CA,94544,USA,5108851000,37.6575,-122.0730,Fri:08:00-18:00; Mon:08:00-18:00; Sat:09:00-16:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Vacaville Volkswagen,426114,721 Orange Dr,,Vacaville,CA,95687,USA,8663086306,38.3840,-121.9380,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Dirito Bros Walnut Creek Volkswagen,426078,2020 N Main St,,Walnut Creek,CA,94596,USA,8552302084,37.9074,-122.0650,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Sun:10:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
AutoNation Volkswagen Spokane,419303,10006 E Sprague Ave,,Spokane Valley,WA,99206,USA,5098509361,47.6566,-117.2700,Fri:07:00-19:00; Mon:07:00-19:00; Sat:08:00-17:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Boardwalk Volkswagen,426074,#1 Bair Island Road,,Redwood City,CA,94063,USA,8666945805,37.4956,-122.2270,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:11:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Volkswagen of Fairfield,426065,2855 Auto Mall Pkwy,,Fairfield,CA,94533,USA,7074027100,38.2421,-122.0820,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Volkswagen of Oakland,426084,2740 Broadway,,Oakland,CA,94612,USA,8007230736,37.8159,-122.2640,Fri:09:00-20:00; Mon:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; Sat:closed; ,,0
Hilltop Volkswagen,426062,3255 Auto Plaza,,Richmond,CA,94806,USA,5102836300,37.9852,-122.3220,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Chico Volkswagen,426109,902 Main St,,Chico,CA,95928,USA,5308916275,39.7250,-121.8350,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-19:00; Sun:10:00-16:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; ,,0
Hanlees Volkswagen,426047,495 Soscol Ave,,Napa,CA,94559,USA,7072539100,38.2920,-122.2780,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:10:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Royal Motor Sales,426024,280 S Van Ness Ave,,San Francisco,CA,94103,USA,4152418100,37.7687,-122.4180,Fri:08:00-17:00; Mon:08:00-17:00; Thu:08:00-17:00; Tue:08:00-17:00; Wed:08:00-17:00; Sun:closed; Sat:closed; ,,0
Serramonte Volkswagen,426002,711 Serramonte Blvd,,Colma,CA,94014,USA,6507569000,37.6743,-122.4600,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-16:30; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
"Sonnen Motorcars, Inc.",426097,740 Francisco Boulevard West,,San Rafael,CA,94901,USA,4154604100,37.9629,-122.5130,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
"Overturf Motor Company, Inc.",423324,1016 W Columbia Drive,,Kennewick,WA,99336,USA,5095863185,46.2173,-119.1320,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Sun:11:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Hansel Volkswagen of Santa Rosa,426004,2951 Corby Ave.,,Santa Rosa,CA,95407,USA,7075781320,38.4057,-122.7170,Fri:11:00-19:00; Mon:11:00-19:00; Sat:11:00-19:00; Sun:11:00-18:00; Thu:11:00-19:00; Tue:11:00-19:00; Wed:11:00-19:00; ,,0
Volkswagen of Bend,423010,1975 Highway 20,,Bend,OR,97701,USA,8556060615,44.0546,-121.2750,Fri:08:00-18:00; Mon:08:00-18:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; Sat:closed; ,,0
Steve Hahn's Performance Volkswagen,423347,1730 South First Street,,Yakima,WA,98909,USA,8662475845,46.5788,-120.4930,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Lithia Medford Volkswagen,423074,4606 Grumman Drive,,Medford,OR,97504,USA,8776520968,42.3814,-122.8560,Fri:07:30-18:00; Mon:07:30-18:00; Sat:07:30-18:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Sheppard Motors,423048,2366 W 7th Ave,,Eugene,OR,97402,USA,5413438811,44.0538,-123.1290,Fri:10:00-19:00; Mon:10:00-19:00; Sat:10:00-18:00; Sun:10:00-17:00; Thu:10:00-19:00; Tue:10:00-19:00; Wed:10:00-19:00; ,,0
Armstrong Volkswagen,423063,20000 Mcloughlin Blvd,,Gladstone,OR,97027,USA,8009787461,45.3761,-122.6010,Fri:08:00-18:00; Mon:08:00-18:00; Sat:09:00-17:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Dick Hannahs Volkswagen of Portland,423073,12345 E Burnside St,,Portland,OR,97233,USA,8553957893,45.5229,-122.5360,Fri:07:00-18:00; Mon:07:00-18:00; Sat:07:00-18:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Dick Hannah Volkswagen,423337,3500 Ne Auto Mall Dr,,Vancouver,WA,98662,USA,8556632605,45.6474,-122.5980,Fri:07:30-18:00; Mon:07:30-18:00; Sat:07:30-18:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Volkswagen of Salem,423041,3335 Del Webb Ave. Ne,,Salem,OR,97301,USA,8558178984,44.9732,-123.0180,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Power Volkswagen of Corvallis,423042,705 Nw Buchanan Ave,,Corvallis,OR,97330,USA,8778099850,44.5753,-123.2600,Fri:08:00-19:00; Mon:08:00-19:00; Sat:08:00-18:00; Sun:11:00-17:00; Thu:08:00-19:00; Tue:08:00-19:00; Wed:08:00-19:00; ,,0
Herzog Meier Volkswagen,423069,4275 Sw 139th Way,,Beaverton,OR,97005,USA,5036449121,45.4895,-122.8200,Fri:09:00-21:00; Mon:09:00-20:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
"Mac Volkswagen, Inc.",423038,1920 Ne Highway 99w,,Mcminnville,OR,97128,USA,8777215794,45.2271,-123.1780,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Sun:11:00-17:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; ,,0
Volkswagen of Puyallup,423305,820 River Rd,,Puyallup,WA,98371,USA,2532681800,47.2011,-122.3050,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Auburn Volkswagen,423344,3109 Auburn Way N,,Auburn,WA,98002,USA,8885285280,47.3356,-122.2230,,,0
Chaplin's Bellevue Volkswagen,423328,15000 Se Eastgate Way,,Bellevue,WA,98007,USA,4256412002,47.5813,-122.1380,Fri:08:00-18:00; Mon:08:00-18:00; Sat:08:00-16:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Volkswagen of Tacoma,423303,7633 S Tacoma Way,,Tacoma,WA,98409,USA,2532050198,47.1869,-122.4830,Fri:08:30-20:00; Mon:08:30-20:00; Sat:09:00-19:00; Sun:10:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Volkswagen of Kirkland,423321,12612 Ne 124th Street,,Kirkland,WA,98034,USA,4258982500,47.7107,-122.1720,Fri:08:30-21:00; Mon:08:30-21:00; Sat:09:00-21:00; Sun:10:00-20:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; ,,0
University Volkswagen,423320,4724 Roosevelt Way Ne,,Seattle,WA,98105,USA,8775367406,47.6639,-122.3170,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:11:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Carter Volkswagen,423322,5202 Leary Ave Nw,,Seattle,WA,98107,USA,2067827474,47.6659,-122.3810,Fri:08:30-20:00; Mon:08:30-20:00; Sat:09:00-19:00; Sun:10:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Pignataro Volkswagen,423345,10633 Evergreen Way,,Everett,WA,98204,USA,8664614365,47.9013,-122.2460,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Sun:10:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Campbell Volkswagen of Edmonds,423329,24329 Highway 99,,Edmonds,WA,98026,USA,8667838672,47.7782,-122.3450,Fri:07:30-18:00; Mon:07:30-18:00; Sat:09:00-16:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Volkswagen of Olympia,423313,2107 Cooper Point Rd Sw,,Olympia,WA,98502,USA,8558176541,47.0289,-122.9280,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-19:00; Sun:10:00-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; ,,0
Haselwood Volkswagen of Bremerton,423342,5008 Auto Center Blvd # 4670,,Bremerton,WA,98312,USA,3603773855,47.5620,-122.6820,Fri:07:30-18:00; Mon:07:30-18:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; Sat:closed; ,,0
KarMart Volkswagen,423339,1725 Bouslog Rd,,Burlington,WA,98233,USA,8007181158,48.4533,-122.3460,Fri:07:30-17:30; Mon:07:30-17:30; Sat:08:00-16:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
"Roger Jobs Volkswagen, Inc.",423312,2200 Iowa Street,,Bellingham,WA,98229,USA,3607345230,48.7559,-122.4460,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
"Dan Wilder Volkswagen, Inc.",423304,97 Deer Park Road,,Port Angeles,WA,98362,USA,8559019401,48.1029,-123.3430,Fri:08:00-17:30; Mon:08:00-17:30; Sat:08:00-17:00; Thu:08:00-17:30; Tue:08:00-17:30; Wed:08:00-17:30; Sun:closed; ,,0
Kendall Volkswagen of Anchorage,423413,935 Gambell St,,Anchorage,AK,99501,USA,8556061608,61.2129,-149.8710,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; ,,0
GMW of Hawaii,421755,74-5536  Kaiwi Street Bldg A,,Kailua-Kona,HI,96740,USA,8083220026,19.644119,-156.001720,Mon:07:30-16:30; Tue:07:30-16:30; Wed:07:30-16:30; Thu:07:30-16:30; Fri:07:30-16:30; Sat:closed; Sun:closed; ,,0
