store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Oxford - Sutton Avenue -,,111 Sutton Avenue,,Oxford ,MA ,01540 ,United States,508-731-6499,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Tulsa,,10802 East 71st Street,,Tulsa ,Oklahoma ,74133 ,United States,,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,1
Rushmore Crossing in Rapid City,,1756 Eglin St,,Rapid City ,SD ,57701 ,United States,(605) 519-5117,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Missoula,,4875 North Reserve Street,,Missoula ,MT ,59808 ,United States,(406) 926-3303,,,Monday 11:00 AM - 10:00 PM; Tuesday 11:00 AM - 10:00 PM; Wednesday 11:00 AM - 10:00 PM; Thursday 11:00 AM - 10:00 PM; Friday 11:00 AM - 11:00 PM; Saturday 11:00 AM - 11:00 PM; Sunday 11:00 AM - 10:00 PM; ,,0
San Antonio - Ingram Mall,,3238 Wurzbach Rd,,San Antonio ,TX ,78238 ,United States,(210) 233-1199,,,Monday 11:00 AM - 10:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 10:00 PM; ,,0
Prescott Valley,,5533 East State Route 69,,Prescott Valley ,Arizona ,86314 ,United States,,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,1
Yuma,,1731 E. 16th Street,,Yuma ,AZ ,85365 ,United States,(928) 276-4572,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Tucson - Marana,,"8225 N. Courtney Paige Way, Suite 115",,Tucson ,AZ ,85743 ,United States,(520) 744-7200,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Mesa - Signal Butte/Baseline,,1947 S. Signal Butte Ste. A,,Mesa ,AZ ,85209 ,United States,(480) 380-1190,,,Monday 10:30 AM - 11:30 PM; Tuesday 10:30 AM - 11:30 PM; Wednesday 10:30 AM - 11:30 PM; Thursday 10:30 AM - 11:30 PM; Friday 10:30 AM - 12:30 AM; Saturday 10:30 AM - 12:30 AM; Sunday 10:30 AM - 11:30 PM; ,,0
Surprise - Marley Park,,13929 W Waddell Rd,,Surprise ,AZ ,85379 ,United States,(623) 544-6402,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 9:00 AM - 11:00 PM; ,,0
Mesa - Brown Rd,,318 E. Brown Rd #112,,Mesa ,AZ ,85201 ,United States,(480) 464-4383,,,Monday 11:00 AM - 12:00 AM; Tuesday 11:00 AM - 12:00 AM; Wednesday 11:00 AM - 12:00 AM; Thursday 11:00 AM - 12:00 AM; Friday 11:00 AM - 2:00 AM; Saturday 11:00 AM - 2:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Phoenix (Ahwatukee) - Ray Rd,,5030 E. Ray Road #5,,Phoenix ,AZ ,85044 ,United States,(480) 496-5717,,,Monday 11:00 AM - 1:00 AM; Tuesday 11:00 AM - 1:00 AM; Wednesday 11:00 AM - 1:00 AM; Thursday 11:00 AM - 1:00 AM; Friday 11:00 AM - 2:00 AM; Saturday 11:00 AM - 2:00 AM; Sunday 11:00 AM - 1:00 AM; ,,0
Greenfield ,,4341 East Baseline Road,,Gilbert ,AZ ,85234 ,United States,(480) 256-0654,,,Monday 11:00 AM - 10:00 PM; Tuesday 11:00 AM - 10:00 PM; Wednesday 11:00 AM - 10:00 PM; Thursday 11:00 AM - 10:00 PM; Friday 11:00 AM - 11:00 PM; Saturday 11:00 AM - 11:00 PM; Sunday 11:00 AM - 10:00 PM; ,,0
Tucson - Old Vail Rd,,10255 East Old Vail Road,,Tucson ,AZ ,85747 ,United States,(520) 822-8394,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Payson,,210 E Highway 260,,Payson ,AZ ,85541 ,United States,(928) 474-6883,,,Monday 11:00 AM - 9:00 PM; Tuesday 11:00 AM - 9:00 PM; Wednesday 11:00 AM - 9:00 PM; Thursday 11:00 AM - 9:00 PM; Friday 11:00 AM - 10:00 PM; Saturday 11:00 AM - 10:00 PM; Sunday 11:00 AM - 9:00 PM; ,,0
Maricopa,,21164 N John Wayne Pkwy,,Maricopa ,AZ ,85138 ,United States,(520) 568-6077,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 11:00 PM; Saturday 11:00 AM - 11:00 PM; Sunday 11:00 AM - 11:00 PM; ,,0
Goodyear - Pebble Creek,,15375 W McDowell Rd,,Goodyear ,AZ ,85395 ,United States,(623) 536-7121,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Mesa - Dobson/Guadalupe,,1837 W. Guadalupe #122,,Mesa ,AZ ,85202 ,United States,(480) 456-9464,,,Monday 11:00 AM - 1:00 AM; Tuesday 11:00 AM - 1:00 AM; Wednesday 11:00 AM - 1:00 AM; Thursday 11:00 AM - 1:00 AM; Friday 11:00 AM - 2:00 AM; Saturday 11:00 AM - 2:00 AM; Sunday 11:00 AM - 1:00 AM; ,,0
Phoenix (Ahwatukee) - Chandler Blvd,,1339 E. Chandler Boulevard,,Phoenix ,AZ ,85048 ,United States,(480) 283-9600,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 12:00 AM; Friday 11:00 AM - 2:00 AM; Saturday 11:00 AM - 2:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
Sierra Vista,,3950 Martin Luther King Jr Parkway,,Sierra Vista ,AZ ,85635 ,United States,(520) 458-0136,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 1:00 AM; Saturday 11:00 AM - 1:00 AM; Sunday 11:00 AM - 10:00 PM; ,,0
Tucson - Spectrum,,5421 S Calle Santa Cruz,,Tucson ,AZ ,85706 ,United States,(520) 889-5198,,,Monday 11:00 AM - 11:00 PM; Tuesday 11:00 AM - 11:00 PM; Wednesday 11:00 AM - 11:00 PM; Thursday 11:00 AM - 11:00 PM; Friday 11:00 AM - 12:00 AM; Saturday 11:00 AM - 12:00 AM; Sunday 11:00 AM - 11:00 PM; ,,0
San Tan Valley - Skyline Ranch,,1750 West Hunt Highway,,San Tan Valley ,AZ ,85143 ,United States,(480) 888-2233,,,Monday 10:30 AM - 10:00 PM; Tuesday 10:30 AM - 10:00 PM; Wednesday 10:30 AM - 10:00 PM; Thursday 10:30 AM - 10:00 PM; Friday 10:30 AM - 11:00 PM; Saturday 10:30 AM - 11:00 PM; Sunday 10:30 AM - 10:00 PM; ,,0
