store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
,,"1195, chemin du Tremblay, Local 110",,Longueuil,QC,J4N1R4,Canada,450-448-1444,,,Sunday:10:00 AM - 5:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 9:00 PM;Friday:10:00 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,"72, boulevard St. Jean Baptiste",,Chateauguay,QC,J6K4Y7,Canada,450-699-6990,,,Sunday:10:00 AM - 5:00 PM;Monday:9:30 AM - 6:30 PM;Tuesday:9:30 AM - 6:30 PM;Wednesday:9:30 AM - 6:30 PM;Thursday:9:00 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 5:30 PM;,,0
,,Units 106 & 107,,Beauport,QC,G1C5Y8,Canada,418-661-3925,,,Sunday:10:00 AM - 5:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 9:00 PM;Friday:10:00 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,"701, avenue du Phare ouest",,Matane,QC,G4W1V4,Canada,418-562-8822,,,Sunday:9:30 AM - 5:30 PM;Monday:9:00 AM - 6:00 PM;Tuesday:9:00 AM - 6:00 PM;Wednesday:9:00 AM - 6:00 PM;Thursday:9:00 AM - 9:00 PM;Friday:9:00 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,10610 Bayview Ave.,,Richmon,"Hill,",L4C3N8,Canada,905-737-3452,,,Sunday:10:00 AM - 6:00 PM;Monday:9:00 AM - 8:00 PM;Tuesday:9:00 AM - 8:00 PM;Wednesday:9:00 AM - 8:00 PM;Thursday:9:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,"811, Montee Masson",,Mascouche,QC,J7K3B4,Canada,450-474-6556,,,Sunday:10:00 AM - 5:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 9:00 PM;Friday:10:00 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,"111, boulevard Industriel",,Repentigny,QC,J6A4X5,Canada,450-582-3052,,,Sunday:10:00 AM - 5:30 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 7:30 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,3-1 King William St.,,Huntsville,ON,P1H1G7,Canada,705-789-4502,,,Sunday:11:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 7:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,C.P. 968,,Témiscaming,QC,J0Z3R0,Canada,819-627-9330,,,Sunday:10:00 AM - 5:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 9:00 PM;Friday:10:00 AM - 9:00 PM;Saturday:9:00 AM - 5:00 PM;,,0
,,180 Shirreff Ave.,,Nort,"Bay,",P1B7K9,Canada,705-497-7920,,,Sunday:10:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,"68 Front Street, Unit A",,Sturgeo,"Falls,",P2B2G7,Canada,705-753-1331,,,Sunday:10:00 AM - 6:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 6:00 PM;Friday:10:00 AM - 7:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,245 Lakeshore Dr.,,Nort,"Bay,",P1A2B9,Canada,705-495-1833,,,Sunday:10:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:10:00 AM - 7:00 PM;,,0
,,"215, rue St-Charles Borromée nord",,Joliette,QC,J6E4R6,Canada,450-752-6424,,,Sunday:10:00 AM - 5:30 PM;Monday:9:00 AM - 6:00 PM;Tuesday:9:00 AM - 6:00 PM;Wednesday:9:00 AM - 6:00 PM;Thursday:9:00 AM - 9:00 PM;Friday:9:00 AM - 9:00 PM;Saturday:9:00 AM - 5:30 PM;,,0
,,250 Wincott Drive,,Etobicoke,ON,M9R2R5,Canada,416-247-9858,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,"8750 Bayview Avenue, Unit 17",,Richmon,"Hill,",L4B4V9,Canada,905-597-1099,,,Sunday:10:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 9:00 PM;Friday:9:00 AM - 9:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,Crossroads Centre,,Nort,"York,",M9N3W1,Canada,416-243-8878,,,Sunday:10:00 AM - 6:00 PM;Monday:9:30 AM - 8:00 PM;Tuesday:9:30 AM - 8:00 PM;Wednesday:9:30 AM - 8:00 PM;Thursday:9:30 AM - 8:00 PM;Friday:9:30 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,7700 Bathurst St.,,Thornhill,ON,L4J7Y3,Canada,905-886-2220,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,"60, rue St. Germain Ouest",,Rimouski,QC,G5L4B5,Canada,418-722-7068,,,Sunday:10:00 AM - 6:00 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 6:00 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,"63, route du President-Kennedy",,Lévis,QC,G6V6C8,Canada,418-838-0999,,,Sunday:10:00 AM - 5:30 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 6:00 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 5:30 PM;,,0
,,"4960, boulevard de l'Ormiere",,Quebe,"City,",G1P1K5,Canada,418-861-8800,,,Sunday:10:00 AM - 5:00 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 6:00 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 5:00 PM;,,0
,,Promenades St. Constant,,St,"Constant,",J5A2J8,Canada,450-635-8164,,,Sunday:10:00 AM - 5:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 9:00 PM;Friday:10:00 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,"7864, rue Sherbrooke Est",,Montreal,QC,H1L1A5,Canada,514-493-1444,,,Sunday:10:00 AM - 6:00 PM;Monday:9:30 AM - 6:30 PM;Tuesday:9:30 AM - 6:30 PM;Wednesday:9:30 AM - 6:30 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,"1615 Regent Ave. W., Ste 825",,Winnipeg,MB,R2C5C6,Canada,204-663-9958,,,Sunday:11:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,Seven Oaks Square,,Winnipeg,MB,R2V3C8,Canada,204-632-1905,,,Sunday:11:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,1128 Henderson Hwy.,,Winnipeg,MB,R2G3Z7,Canada,204-338-6258,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,63C Main Street,,Selkirk,MB,R1A1R2,Canada,204-482-4252,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,Moncton Home Décor Centre,,Moncton,NB,E1G1A5,Canada,506-854-2700,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 7:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,County Fair Mall,,NE,"MINAS,",B4N4A9,Canada,902-681-2372,,,Sunday:12:00 PM - 5:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 7:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,,1111 Regent  St.,,Fredericton,NB,E3B3Z2,Canada,506-459-5651,,,Sunday:12:00 PM - 5:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 8:00 PM;,,0
,,133 McAllister Drive Unit 2,,Sain,"John,",E2J2S6,Canada,506-634-8677,,,Sunday:12:00 PM - 5:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,Masonville Plaza,,London,ON,N2G2N3,Canada,519-660-8589,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,1166 Commisioners Rd. E,,London,ON,N5Z4W8,Canada,519-685-6581,,,Sunday:10:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 8:00 PM;,,0
,,"Unit #3A, 1355 Huron Street",,London,ON,N5V1R9,Canada,519-439-6971,,,Sunday:10:00 AM - 6:00 PM;Monday:9:00 AM - 8:00 PM;Tuesday:9:00 AM - 8:00 PM;Wednesday:9:00 AM - 8:00 PM;Thursday:9:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,Eastwood Centre,,London,ON,N5V3P1,Canada,519-457-5528,,,Sunday:10:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,"120, 7020 Francis Rd.",,Richmond,BC,V6Y1A2,Canada,604-204-0707,,,Sunday:10:00 AM - 6:00 PM;Monday:9:30 AM - 7:00 PM;Tuesday:9:30 AM - 7:00 PM;Wednesday:9:30 AM - 7:00 PM;Thursday:9:30 AM - 7:00 PM;Friday:9:30 AM - 7:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,,6556 E Hastings Street,,Burnaby,BC,V5B1S2,Canada,604-205-9407,,,Sunday:10:00 AM - 7:00 PM;Monday:9:00 AM - 8:00 PM;Tuesday:9:00 AM - 8:00 PM;Wednesday:9:00 AM - 8:00 PM;Thursday:9:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 8:00 PM;,,0
,,4639 Arbutus Street,,Vancouver,BC,V6J4A3,Canada,604-263-2322,,,Sunday:10:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 
